cycle,cycle_folder,deck_file,slide,slide_title,link_form,link_text,url,classification,drive_id,id_len,status,found_at,suggested_fix,fix_note
Cycle 06,Cycle 06 — Cellular Respiration & Fermentation (Unit 1),▶ LIVE — Cycle 06 — Cellular Respiration & Fermentation.pptx,28,Optional challenge,run,Need the ATP tally again? Open: BioMan — Respiration Interactive,https://www.biomanbio.com/HTML5GamesandLabs/PhotoRespgames/respiration-interactive-page.html,external,,,external (not checked live),n/a — external,,
Cycle 06,Cycle 06 — Cellular Respiration & Fermentation (Unit 1),▶ LIVE — Cycle 06 — Cellular Respiration & Fermentation.pptx,31,Activity and resource links,printed+run,https://answerable-biology-models.netlify.app/respiration.html,https://answerable-biology-models.netlify.app/respiration.html,external,,,external (not checked live),n/a — external,,
Cycle 06,Cycle 06 — Cellular Respiration & Fermentation (Unit 1),▶ LIVE — Cycle 06 — Cellular Respiration & Fermentation.pptx,31,Activity and resource links,run,Teacher — Fermentation Activity Guide,https://drive.google.com/file/d/10J3Ixd3fyWUTLAQXfhwynAe0yvFzWbQx/view,drivefile/view,10J3Ixd3fyWUTLAQXfhwynAe0yvFzWbQx,33,OK — file found,kvd@answerableteaching.com : My Drive/BIOLOGY (Shared)/Cycle 06 — Cellular Respiration & Fermentation (Unit 1),,
Cycle 06,Cycle 06 — Cellular Respiration & Fermentation (Unit 1),▶ LIVE — Cycle 06 — Cellular Respiration & Fermentation.pptx,31,Activity and resource links,run,Cellular Respiration — simple worksheet,https://drive.google.com/file/d/1Bnl1wo6NIttXtnBleBkmAK3GxobTLFbj/view,drivefile/view,1Bnl1wo6NIttXtnBleBkmAK3GxobTLFbj,33,OK — file found,kvd@answerableteaching.com : My Drive/BIOLOGY (Shared)/Cycle 06 — Cellular Respiration & Fermentation (Unit 1),,
Cycle 06,Cycle 06 — Cellular Respiration & Fermentation (Unit 1),▶ LIVE — Cycle 06 — Cellular Respiration & Fermentation.pptx,31,Activity and resource links,run,https://drive.google.com/file/d/1wBLxic3jHtPKsO8eHRWXuZ5C1FbmBrvY/view,https://drive.google.com/file/d/1SK3ONY4nwLKp1X_E3-2XyqCcuS59vSWr/view,drivefile/view,1SK3ONY4nwLKp1X_E3-2XyqCcuS59vSWr,33,BROKEN — hyperlink disagrees with the URL printed beside it,"SHARED tree, Cycle 06 :: Cycle 06 — Cellular Respiration — CA1 Worksheet.docx",https://drive.google.com/file/d/1wBLxic3jHtPKsO8eHRWXuZ5C1FbmBrvY/view,the slide PRINTS 1wBLxic3... and that id resolves; the live hyperlink goes to 1SK3ONY4... which resolves nowhere. Fix = make the link match its own printed URL. Two independent signals agree.
Cycle 06,Cycle 06 — Cellular Respiration & Fermentation (Unit 1),▶ LIVE — Cycle 06 — Cellular Respiration & Fermentation.pptx,31,Activity and resource links,printed+run,https://drive.google.com/file/d/1wBLxic3jHtPKsO8eHRWXuZ5C1FbmBrvY/view,https://drive.google.com/file/d/1wBLxic3jHtPKsO8eHRWXuZ5C1FbmBrvY/view,drivefile/view,1wBLxic3jHtPKsO8eHRWXuZ5C1FbmBrvY,33,OK — file found,kvd@answerableteaching.com : My Drive/BIOLOGY (Shared)/Cycle 06 — Cellular Respiration & Fermentation (Unit 1),,
Cycle 06,Cycle 06 — Cellular Respiration & Fermentation (Unit 1),▶ LIVE — Cycle 06 — Cellular Respiration & Fermentation.pptx,31,Activity and resource links,run,Cellular Respiration — CA2 worksheet,https://drive.google.com/file/d/1xBXmBuMX2Q24zgI4ZX9bzmEoR6d5emzK/view,drivefile/view,1xBXmBuMX2Q24zgI4ZX9bzmEoR6d5emzK,33,OK — file found,kvd@answerableteaching.com : My Drive/BIOLOGY (Shared)/Cycle 06 — Cellular Respiration & Fermentation (Unit 1),,
Cycle 06,Cycle 06 — Cellular Respiration & Fermentation (Unit 1),▶ LIVE — Cycle 06 — Cellular Respiration & Fermentation.pptx,31,Activity and resource links,printed+run,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/2.26/primary/lesson/cellular-respiration-bio/,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/2.26/primary/lesson/cellular-respiration-bio/,external,,,external (not checked live),n/a — external,,
Cycle 06,Cycle 06 — Cellular Respiration & Fermentation (Unit 1),▶ LIVE — Cycle 06 — Cellular Respiration & Fermentation.pptx,31,Activity and resource links,endParaRPr+run,https://www.biomanbio.com/HTML5GamesandLabs/PhotoRespgames/respiration-interactive-page.html,https://www.biomanbio.com,external,,,external (not checked live),n/a — external,,
Cycle 06,Cycle 06 — Cellular Respiration & Fermentation (Unit 1),▶ LIVE — Cycle 06 — Cellular Respiration & Fermentation.pptx,31,Activity and resource links,printed+run,https://www.biomanbio.com/HTML5GamesandLabs/PhotoRespgames/respiration-interactive-page.html,https://www.biomanbio.com/HTML5GamesandLabs/PhotoRespgames/respiration-interactive-page.html,external,,,external (not checked live),n/a — external,,
Cycle 06,Cycle 06 — Cellular Respiration & Fermentation (Unit 1),▶ LIVE — Cycle 06 — Cellular Respiration & Fermentation.pptx,31,Activity and resource links,printed+run,https://www.khanacademy.org/science/high-school-biology/hs-energy-and-transport/hs-cellular-respiration,https://www.khanacademy.org/science/high-school-biology/hs-energy-and-transport/hs-cellular-respiration,external,,,external (not checked live),n/a — external,,
Cycle 06,Cycle 06 — Cellular Respiration & Fermentation (Unit 1),▶ LIVE — Cycle 06 — Cellular Respiration & Fermentation.pptx,31,Activity and resource links,printed+run,https://www.scienceworld.ca/resource/yeast-inflated-balloons/,https://www.scienceworld.ca/resource/yeast-inflated-balloons/,external,,,external (not checked live),n/a — external,,
Cycle 06,Cycle 06 — Cellular Respiration & Fermentation (Unit 1),▶ LIVE — Cycle 06 — Cellular Respiration & Fermentation.pptx,32,Image credits,printed,"“Hand Holdng Fire Toasted Marshmallow” — Pink Sherbet Photography (D. Sharon Pruitt), CC BY 2.0 — https://commons.wikimedia.org/wiki/File:Hand_Holdng_Fire_Toasted_Marshmallow_(3310040440).jpg",https://commons.wikimedia.org/wiki/File:Hand_Holdng_Fire_Toasted_Marshmallow_(3310040440,external,,,external (not checked live),n/a — external,,
Cycle 06,Cycle 06 — Cellular Respiration & Fermentation (Unit 1),▶ LIVE — Cycle 06 — Cellular Respiration & Fermentation.pptx,32,Image credits,printed,"“Human cheek cells from science class” — Kyreb, CC0 — https://commons.wikimedia.org/wiki/File:Human_cheek_cells_from_science_class.jpg",https://commons.wikimedia.org/wiki/File:Human_cheek_cells_from_science_class.jpg,external,,,external (not checked live),n/a — external,,
Cycle 06,Cycle 06 — Cellular Respiration & Fermentation (Unit 1),▶ LIVE — Cycle 06 — Cellular Respiration & Fermentation.pptx,32,Image credits,printed,"“Mitochondria, mammalian lung - TEM” — Louisa Howard, Public domain — https://commons.wikimedia.org/wiki/File:Mitochondria,_mammalian_lung_-_TEM.jpg","https://commons.wikimedia.org/wiki/File:Mitochondria,_mammalian_lung_-_TEM.jpg",external,,,external (not checked live),n/a — external,,
Cycle 06,Cycle 06 — Cellular Respiration & Fermentation (Unit 1),▶ LIVE — Cycle 06 — Cellular Respiration & Fermentation.pptx,32,Image credits,printed,"“S cerevisiae under DIC microscopy” — Masur, Public domain — https://commons.wikimedia.org/wiki/File:S_cerevisiae_under_DIC_microscopy.jpg",https://commons.wikimedia.org/wiki/File:S_cerevisiae_under_DIC_microscopy.jpg,external,,,external (not checked live),n/a — external,,
Cycle 06,Cycle 06 — Cellular Respiration & Fermentation (Unit 1),▶ LIVE — Cycle 06 — Cellular Respiration & Fermentation.pptx,32,Image credits,printed,"Icons: Twemoji by X/Twitter, CC BY 4.0 — https://github.com/jdecked/twemoji",https://github.com/jdecked/twemoji,external,,,external (not checked live),n/a — external,,
Cycle 07,Cycle 07 — Ecosystem Dynamics_ Populations & Succession (Unit 1),▶ LIVE — Cycle 07a — Population Ecology — with Concept Bank.pptx,1,TEACHER REFERENCE — not projected to students,printed,BioMan — Ecology games hub (Feed the Dingo and more) — https://biomanbio.com/HTML5GamesandLabs/EcoGames/ecology.html,https://biomanbio.com/HTML5GamesandLabs/EcoGames/ecology.html,external,,,external (not checked live),n/a — external,,
Cycle 07,Cycle 07 — Ecosystem Dynamics_ Populations & Succession (Unit 1),▶ LIVE — Cycle 07a — Population Ecology — with Concept Bank.pptx,1,TEACHER REFERENCE — not projected to students,printed,Gizmo: Rabbit Population by Season (ExploreLearning — subscription) — https://gizmos.explorelearning.com/find-gizmos/lesson-info?resourceId=380,https://gizmos.explorelearning.com/find-gizmos/lesson-info?resourceId=380,external,,,external (not checked live),n/a — external,,
Cycle 07,Cycle 07 — Ecosystem Dynamics_ Populations & Succession (Unit 1),▶ LIVE — Cycle 07a — Population Ecology — with Concept Bank.pptx,1,TEACHER REFERENCE — not projected to students,printed,PhET — Natural Selection (population under limited food) — https://phet.colorado.edu/en/simulations/natural-selection,https://phet.colorado.edu/en/simulations/natural-selection,external,,,external (not checked live),n/a — external,,
Cycle 07,Cycle 07 — Ecosystem Dynamics_ Populations & Succession (Unit 1),▶ LIVE — Cycle 07a — Population Ecology — with Concept Bank.pptx,1,TEACHER REFERENCE — not projected to students,printed,Crash Course Ecology — Population Ecology: The Texas Mosquito Mystery — https://www.youtube.com/watch?v=RBOsqmBQBQk,https://www.youtube.com/watch?v=RBOsqmBQBQk,external,,,external (not checked live),n/a — external,,
Cycle 07,Cycle 07 — Ecosystem Dynamics_ Populations & Succession (Unit 1),▶ LIVE — Cycle 07a — Population Ecology — with Concept Bank.pptx,4,Bellringer,run,Population Tank Model — tighten the resources and watch a J bend into an S.,https://answerable-biology-models.netlify.app/population.html,external,,,external (not checked live),n/a — external,,
Cycle 07,Cycle 07 — Ecosystem Dynamics_ Populations & Succession (Unit 1),▶ LIVE — Cycle 07a — Population Ecology — with Concept Bank.pptx,4,Bellringer,run,CK-12 Biology — Population Growth Patterns (6.20),https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/6.20/primary/lesson/population-growth-patterns-bio/,external,,,external (not checked live),n/a — external,,
Cycle 07,Cycle 07 — Ecosystem Dynamics_ Populations & Succession (Unit 1),▶ LIVE — Cycle 07a — Population Ecology — with Concept Bank.pptx,4,Bellringer,run,Khan Academy — Population ecology,https://www.khanacademy.org/science/high-school-biology/hs-ecology/hs-population-ecology,external,,,external (not checked live),n/a — external,,
Cycle 07,Cycle 07 — Ecosystem Dynamics_ Populations & Succession (Unit 1),▶ LIVE — Cycle 07a — Population Ecology — with Concept Bank.pptx,9,Explore — the Population Tank Model,printed+run,▶  Tap to open and drag the sliders — set a carrying capacity and watch the J bend into an S,https://answerable-biology-models.netlify.app/population.html,external,,,external (not checked live),n/a — external,,
Cycle 07,Cycle 07 — Ecosystem Dynamics_ Populations & Succession (Unit 1),▶ LIVE — Cycle 07a — Population Ecology — with Concept Bank.pptx,16,Day 1 activity · Critical Aspect 1,run,Open: Population Tank Model — check your two graphs against the model,https://answerable-biology-models.netlify.app/population.html,external,,,external (not checked live),n/a — external,,
Cycle 07,Cycle 07 — Ecosystem Dynamics_ Populations & Succession (Unit 1),▶ LIVE — Cycle 07a — Population Ecology — with Concept Bank.pptx,24,Day 2 activity · Critical Aspect 2,run,Open: Population Tank Model — set a ceiling and compare it to your herd,https://answerable-biology-models.netlify.app/population.html,external,,,external (not checked live),n/a — external,,
Cycle 07,Cycle 07 — Ecosystem Dynamics_ Populations & Succession (Unit 1),▶ LIVE — Cycle 07a — Population Ecology — with Concept Bank.pptx,25,Day 2 activity · Critical Aspect 2,run,Open: Population Tank Model — watch a ceiling hold a population down,https://answerable-biology-models.netlify.app/population.html,external,,,external (not checked live),n/a — external,,
Cycle 07,Cycle 07 — Ecosystem Dynamics_ Populations & Succession (Unit 1),▶ LIVE — Cycle 07a — Population Ecology — with Concept Bank.pptx,27,Optional challenge,run,Need the curves again? Open: Population Tank Model,https://answerable-biology-models.netlify.app/population.html,external,,,external (not checked live),n/a — external,,
Cycle 07,Cycle 07 — Ecosystem Dynamics_ Populations & Succession (Unit 1),▶ LIVE — Cycle 07a — Population Ecology — with Concept Bank.pptx,29,CONCEPT BANK,run,CK-12 Biology — Population Growth Patterns (6.20),https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/6.20/primary/lesson/population-growth-patterns-bio/,external,,,external (not checked live),n/a — external,,
Cycle 07,Cycle 07 — Ecosystem Dynamics_ Populations & Succession (Unit 1),▶ LIVE — Cycle 07a — Population Ecology — with Concept Bank.pptx,29,CONCEPT BANK,run,Khan Academy — Population ecology,https://www.khanacademy.org/science/high-school-biology/hs-ecology/hs-population-ecology,external,,,external (not checked live),n/a — external,,
Cycle 07,Cycle 07 — Ecosystem Dynamics_ Populations & Succession (Unit 1),▶ LIVE — Cycle 07a — Population Ecology — with Concept Bank.pptx,32,Activity and resource links,printed+run,"Population Tank Model (interactive) — bellringer explore, both activities, and the challenge",https://answerable-biology-models.netlify.app/population.html,external,,,external (not checked live),n/a — external,,
Cycle 07,Cycle 07 — Ecosystem Dynamics_ Populations & Succession (Unit 1),▶ LIVE — Cycle 07a — Population Ecology — with Concept Bank.pptx,32,Activity and resource links,run,Teacher — Ecological Succession Activity Guide,https://drive.google.com/file/d/1Wn8U95Q0gMggiFEie8_Fwz6V2JX7qKZD/view,drivefile/view,1Wn8U95Q0gMggiFEie8_Fwz6V2JX7qKZD,33,OK — file found,kvd@answerableteaching.com : My Drive/BIOLOGY (Shared)/Cycle 07 — Ecosystem Dynamics_ Populations & Succession (Unit 1),,
Cycle 07,Cycle 07 — Ecosystem Dynamics_ Populations & Succession (Unit 1),▶ LIVE — Cycle 07a — Population Ecology — with Concept Bank.pptx,32,Activity and resource links,printed+run,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/6.20/primary/lesson/population-growth-patterns-bio/,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/6.20/primary/lesson/population-growth-patterns-bio/,external,,,external (not checked live),n/a — external,,
Cycle 07,Cycle 07 — Ecosystem Dynamics_ Populations & Succession (Unit 1),▶ LIVE — Cycle 07a — Population Ecology — with Concept Bank.pptx,32,Activity and resource links,printed+run,https://www.khanacademy.org/science/high-school-biology/hs-ecology/hs-population-ecology,https://www.khanacademy.org/science/high-school-biology/hs-ecology/hs-population-ecology,external,,,external (not checked live),n/a — external,,
Cycle 07,Cycle 07 — Ecosystem Dynamics_ Populations & Succession (Unit 1),▶ LIVE — Cycle 07a — Population Ecology — with Concept Bank.pptx,33,Image credits,printed,"Icons: Twemoji by X/Twitter, CC BY 4.0 — https://github.com/jdecked/twemoji",https://github.com/jdecked/twemoji,external,,,external (not checked live),n/a — external,,
Cycle 07,Cycle 07 — Ecosystem Dynamics_ Populations & Succession (Unit 1),▶ LIVE — Cycle 07a — Population Ecology.pptx,1,TEACHER REFERENCE — not projected to students,printed,BioMan — Ecology games hub (Feed the Dingo and more) — https://biomanbio.com/HTML5GamesandLabs/EcoGames/ecology.html,https://biomanbio.com/HTML5GamesandLabs/EcoGames/ecology.html,external,,,external (not checked live),n/a — external,,
Cycle 07,Cycle 07 — Ecosystem Dynamics_ Populations & Succession (Unit 1),▶ LIVE — Cycle 07a — Population Ecology.pptx,1,TEACHER REFERENCE — not projected to students,printed,Gizmo: Rabbit Population by Season (ExploreLearning — subscription) — https://gizmos.explorelearning.com/find-gizmos/lesson-info?resourceId=380,https://gizmos.explorelearning.com/find-gizmos/lesson-info?resourceId=380,external,,,external (not checked live),n/a — external,,
Cycle 07,Cycle 07 — Ecosystem Dynamics_ Populations & Succession (Unit 1),▶ LIVE — Cycle 07a — Population Ecology.pptx,1,TEACHER REFERENCE — not projected to students,printed,PhET — Natural Selection (population under limited food) — https://phet.colorado.edu/en/simulations/natural-selection,https://phet.colorado.edu/en/simulations/natural-selection,external,,,external (not checked live),n/a — external,,
Cycle 07,Cycle 07 — Ecosystem Dynamics_ Populations & Succession (Unit 1),▶ LIVE — Cycle 07a — Population Ecology.pptx,1,TEACHER REFERENCE — not projected to students,printed,Crash Course Ecology — Population Ecology: The Texas Mosquito Mystery — https://www.youtube.com/watch?v=RBOsqmBQBQk,https://www.youtube.com/watch?v=RBOsqmBQBQk,external,,,external (not checked live),n/a — external,,
Cycle 07,Cycle 07 — Ecosystem Dynamics_ Populations & Succession (Unit 1),▶ LIVE — Cycle 07a — Population Ecology.pptx,4,Bellringer,run,Population Tank Model — tighten the resources and watch a J bend into an S.,https://answerable-biology-models.netlify.app/population.html,external,,,external (not checked live),n/a — external,,
Cycle 07,Cycle 07 — Ecosystem Dynamics_ Populations & Succession (Unit 1),▶ LIVE — Cycle 07a — Population Ecology.pptx,4,Bellringer,run,CK-12 Biology — Population Growth Patterns (6.20),https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/6.20/primary/lesson/population-growth-patterns-bio/,external,,,external (not checked live),n/a — external,,
